publisher,owners
Madhouse Software,20000
Madorium,20000
Madowl Games,20000
MadskillzVR,20000
Maelstrom Rabbit,20000
Maestro Creations,20000
Maestro Créations,20000
MGstudio,20000
MGP Studios,20000
MGP,20000
Luke Sanderson,20000
Lukáš Kotík,20000
"Lumatap, LLC",20000
Lumbernauts,20000
Lumen Labs,20000
LumiNet,20000
Luminark,20000
Luminosity Mobile,20000
Luna.red,20000
LunaRolexLer,20000
Lunacy Interactive,20000
Lunar Collapse,20000
Lunar Labs,20000
Lunatic Pixels,20000
Lunchbox Edu,20000
"Lunchtime Studios, LLC",20000
Lundar Games,20000
Luohua Studio,20000
Luke Vincent,20000
Luke Iannini,20000
Lushboy Studios,20000
Luke Godfrey,20000
Lucid Ferret,20000
Lucid Silence Games,20000
Lucky Brograms,20000
Lucky You Studio,20000
Ludax174,20000
Ludeme Games,20000
Ludi Dorici,20000
Ludic Studios,20000
Ludomo Gamestudio,20000
Ludovic Lafferayrie,20000
Ludovic Texier,20000
Ludus Games,20000
Ludus Studio,20000
"Luetso, LLC",20000
Luis Ruiz,20000
Lukas Litinskas,20000
Lukayson,20000
Lupus Solus Studio,20000
LusionSoft,20000
MGFM,20000
MACKINN7,20000
MAENTRUS DIGITAL LAB PT,20000
MAFIS ,20000
MAGES,20000
MAGIC ERA,20000
MAJ Studio,20000
MAKER.GG,20000
MAMMOTH,20000
MAP Design Lab,20000
MASAYA GAMES,20000
MAVR,20000
MB2 Entertainment,20000
MCON,20000
MD Lab Games,20000
MDA Digital,20000
MECH'AT,20000
MERJ Media,20000
MFAFB Games LLC,20000
MADBones Games,20000
MACAMANDI,20000
Lusionsoft,20000
MABManZ,20000
Lussels,20000
Lust star,20000
Lutem,20000
Lux Science,20000
Luxuria,20000
Lycian Studio,20000
LydGameStudio,20000
LyraVR,20000
Lyubomir Vasilev,20000
Léo-Paul LACHARTRE,20000
M.BonKov,20000
M.I.M,20000
M.J.H.X. Studio,20000
M.R.S.,20000
M.R.Studio,20000
M3G1DD0,20000
M4GDEV,20000
Moondrop,20000
Moongate Digital,20000
Moonlight Studios,20000
Opendream,20000
Onuralp Kanatsız,20000
Oodlescube,20000
Opal Games,20000
Open Mid Interactive,20000
Open Sorcery Games,20000
Open World Interactive,20000
OpenWorldComics,20000
OpenXcell Studio,20000
Operation Codename,20000
One Man Band Games,20000
Operation Constellation,20000
Operation Games,20000
Ophyer,20000
Opposable Games,20000
Oracle Gaming Orlando LLC,20000
OranCG,20000
Orange Bridge Studios,20000
Orange Valley,20000
Onur Vural,20000
Onteca Ltd ,20000
Onteca Ltd,20000
Onlyjoy`s production,20000
One Room Games,20000
One Up Plus Entertainment,20000
One Wing Cicada,20000
One Yuan Games,20000
One to One Development Trust - Dreaming Methods,20000
OneOcean LLC,20000
OneTechAsia,20000
Onefurinthebox,20000
Oneiric Entertainment LLC,20000
Oneironaut Academy LLC,20000
Oninou,20000
Onion Core,20000
Onion Games,20000
OnionMilk,20000
Onipunks Studio Inc.,20000
Oniris Studios,20000
Onix Fox,20000
Orator Games,20000
Orbital Views,20000
Orc Hunter Developer Team,20000
Oscar K,20000
Oscar Rindel Peulicke,20000
Osgoode Media,20000
Osky Studios,20000
Oslo Albet,20000
Osmium,20000
Other Set,20000
Other Side Worlds,20000
Otis Miller,20000
Ottropi Games,20000
Oubliette,20000
Out There Entertainment,20000
OutOfBounds Software Solutions Inc,20000
OutOfTheBit Ltd,20000
Outdoor Gaming,20000
Outer Brain Studios,20000
Outer Grid Games LLC,20000
Outer Planet Studios,20000
Oscar Kenneth Albero Ingles,20000
Oscar Brittain,20000
Orch Star Studios,20000
Osaris Games,20000
Orchid Games,20000
Ore,20000
Orfeas Game Studio,20000
Organic Humans,20000
Organic Robot Games,20000
Origami Sword,20000
Origin8 Technologies Ltd,20000
Original Gam,20000
OriginsVR,20000
Orihaus,20000
Oriku Inc,20000
Orphic Software,20000
Orrery Games,20000
Orsam Information Technologies,20000
OrtiGames/OrtiSoft,20000
Oruji Productions,20000
Oryps Games,20000
One Rep Closer,20000
One Man,20000
OCTET,20000
OctoberRaven,20000
Obadiah D Luna,20000
Objectif 3D - game,20000
Oblix LLC,20000
ObshaGaming,20000
Obulum,20000
"Octamon Co., Ltd.",20000
Octo Studio,20000
October Games,20000
OctolabGames,20000
One Lives Left,20000
Octopi is not a Word,20000
Octopirate Games,20000
"Octopus Interactive VR, LLC",20000
Ocumens LLC,20000
Odd Branch Publishing,20000
Odd Chamber,20000
Odd Comet Games,20000
Odd Digs,20000
Oasis VR,20000
OXYGENE MEDIA,20000
OXY GameLab,20000
OTUSUN LAND,20000
ODev,20000
OG-ZONE Digital Entertainment,20000
OGUREC APPS,20000
OKSoft,20000
OM ENTERTAINMENT,20000
OMAG Official,20000
OMB Media,20000
ON Reality lab.,20000
ONECOMPANY,20000
OOTOTGames,20000
OPAL Studio,20000
OPEN LEVEL,20000
OPENCAP STUDIO,20000
ORBI Games,20000
"ORIGIN Systems, Inc.",20000
OSA Studio,20000
OTBS,20000
Odd Meter,20000
Odd Ocelot Games LLC,20000
Odd Raven Studios,20000
Oliveshark,20000
Olly Whillans,20000
Olympia Verlag GmbH,20000
OmaeDev,20000
OmicGames,20000
OmniStorm Gaming,20000
Omnichron Studios,20000
Omnigames,20000
On The Wall Entertainment,20000
On the Level Game Studios,20000
OnFire Games,20000
OnPluto,20000
Onaemo Studio,20000
Once A Bird,20000
One Aperture,20000
One Buck,20000
One Hamsa,20000
One Legged Seagull,20000
Olli-Samuli Lehmus,20000
Oliver Keppelmüller,20000
OddBird,20000
Oleksandr Savostianov,20000
OddGames,20000
Oddrok,20000
Odysseus,20000
OffWorld Laboratories ,20000
OfficialCH,20000
Ogopogoid Entertainment,20000
Ogulcan Karaoglu,20000
Oh!WHATif Inc.,20000
Ok De,20000
Okinawa Sunrise,20000
Old Doorways Ltd,20000
Old Keyboard,20000
Old Point Games,20000
Old Town Entertainment,20000
Oldblood,20000
OlderBytes,20000
Olea's World,20000
Outer Rim Studios LLC,20000
Outhouse Games,20000
Outlaw Wars,20000
Paul Boland,20000
Pathfinder Games,20000
Pathless Games,20000
PatrAwW,20000
Patria Games®,20000
Patrick Scott,20000
Patriot Game Studio,20000
Patryk Starzyński,20000
Patryk Szuberla,20000
Paul C. K. W,20000
Outlawed Games,20000
Paul Cooney,20000
Paul Georghiou,20000
Paul Kearley,20000
Paul Kohler,20000
Paul Piepenhagen,20000
Paul Schwörer,20000
Paul Svelmoe,20000
Pauline Game,20000
Patchwork Games,20000
PatatEj,20000
Pastanaga Sideral,20000
Party for Introverts,20000
Parallel Mind LLC,20000
Paranormal Games,20000
Paratope,20000
Paris Stalker,20000
Parizagames Ltd.,20000
Parkerhill Reality Labs,20000
Parmenion Games,20000
"Parody Games, LLC",20000
Parry Point e. K.,20000
"Parsec Productions, LLC",20000
Part Time Monkey,20000
PartTimeIndie,20000
Parta Games Oy,20000
Partial Reality,20000
Partickhill Games Limited,20000
Particle Studios,20000
Party Robot Studio,20000
Pauloondra,20000
Pavel Black,20000
Pavel Bulatov,20000
Pengu2,20000
Penguin Tower Studios,20000
Pentavera,20000
Penumbra Games,20000
People Gotta Play,20000
Pepi Games,20000
PepoLab,20000
Perchang,20000
Perfect Acorn,20000
Perfect Square Studios LLC,20000
Performance Simulations,20000
Perky Peach Games,20000
Perpetual FX Creative,20000
Perro Electrico,20000
Persera Software Inc.,20000
Persona and Pixel studio,20000
Petcom ltd.,20000
Peter Gutenko,20000
PenguiNet,20000
Penelope Evans,20000
Pavel Jamal,20000
Pen and Sword Games,20000
Pavel Rodionov,20000
Pavel Zinchenko,20000
Pawmigo Games,20000
Payoff Technologies,20000
Pb Studios,20000
Peace & Love Games,20000
PeanutButter VR,20000
Peasant Studio,20000
Peculiar Games,20000
Peddler Games,20000
Pedica Games,20000
Pedro Castro Menezes,20000
Pedro Zea,20000
Peernet Games,20000
Pegnio Ltd,20000
Pelagames,20000
Pelikan13,20000
Parallel Intersection Studio,20000
Parallax Labs,20000
Parakite LTD,20000
Owlbear,20000
Oxana,20000
Oxrock Studio,20000
PAIN Games,20000
PBFP,20000
PCAndVR,20000
PDDS ENT,20000
PETA,20000
PETABYTE GM,20000
PF3D,20000
PHL Collective,20000
PHY-SIX,20000
PING YI LIN ,20000
PIXELAKES LLC,20000
PIXELBUG,20000
PIXIMAP,20000
PIXYUL,20000
PIxelssoftworks,20000
OxPrime Studio,20000
Owl Tribe Entertainment,20000
PLAYMIND,20000
Owl Studio,20000
Outlier Interactive,20000
Output Games,20000
Outrage Games,20000
Outright Games Ltd. ,20000
Outsider Games,20000
Overcome Studios,20000
Overcurfew,20000
Overidon Omnimedia,20000
Overimagined Games,20000
OverjoyedGameDevs,20000
Overly Complicated Games,20000
Overrun Games,20000
Ovid Works,20000
Ovidiu Chis,20000
Owen Bell,20000
Owen Smallwood,20000
Owl Green Sea,20000
PLAY Mephistowaltz,20000
PNxDesigns,20000
Parabox Games,20000
Palomino Studio,20000
PanTrojan Studio,20000
Panayotis Lampitsakis,20000
Panda Games,20000
Pandamonium Games Design,20000
Pandora Entertainment,20000
Pandorica,20000
Pangake,20000
Panic Bot Games,20000
Paper Castle Games,20000
Paper Crown Interactive,20000
Paper Cult,20000
Paper Fan Games,20000
Paper House,20000
Paper Rose Games,20000
Paper Scorpion Co.,20000
Paperash Studio,20000
Para,20000
PalveGames,20000
Palladium Games,20000
"POCKET PAIR, Inc.",20000
PalfreyGames,20000
POLYRAW,20000
POPSAUR,20000
POW Games,20000
PPofGG,20000
PRO2131 LLC,20000
PROJECT YNP,20000
PROLEGO Ltd.,20000
PSOCat,20000
PSR Outdoors,20000
Packet1337 Inc.,20000
Packet39,20000
Paddle Team,20000
Painted Sky Studios,20000
Pal Diaray,20000
PaleBlue XYZ,20000
Paleo Entertainment,20000
Palfrey Games,20000
ODIAK Games,20000
OC Game Studio,20000
Moonradish Inc.,20000
Nadya Primak,20000
NPC Games,20000
NPCWARE,20000
NRDSlab,20000
NTT Solmare,20000
"NTWO Studio Co., Ltd",20000
NVRMIND,20000
NaA Studios,20000
Nacho,20000
Nagy Zoltán,20000
Mythic Chest,20000
Naiad Entertainment LLC,20000
NailGun Studios,20000
NaissusWorks,20000
Naloki,20000
Nalu Zou,20000
Namazu Studios,20000
Namo,20000
Namo Gamo,20000
NOINDEX GAMES,20000
NOHAM Games,20000
NITETIME Studios,20000
NINJINIX,20000
Mythos Method,20000
Mímir Studio,20000
N-soft,20000
N99,20000
NAK games,20000
NAKAMA VR,20000
NAMI TENTOU,20000
NASPAPA GAMES,20000
NC,20000
NCTkl,20000
NEBOCRY,20000
NEBOCRY INTERACTIVE,20000
NEO.ca,20000
NEUN Games,20000
NEXION X INC.,20000
"NEXUS Studios, Inc.",20000
NGS GAMES STUDIO,20000
Nanite Storm,20000
NanoidGames,20000
Nanoleptic Games,20000
Nekki Limited,20000
Nekoday,20000
Nelium Games,20000
Nemeton Singularity Simulations,20000
Neo Kuriyo,20000
Neo Red Ent.,20000
Neojac Entertainment Inc.,20000
Neokosmos Technologies Ltd.,20000
"Neon Chasm, LLC",20000
Neon Squid Games,20000
Neonchimp Games,20000
Neotenia,20000
Neotro Inc.,20000
Nerd Commando Game Studios,20000
Nerd Herd Games,20000
NerdRage Studios,20000
Nerve Software LLC,20000
Nervtek,20000
NekoToFuurin,20000
Neither One Games,20000
"Napoleon Games, s.r.o.",20000
Nefarious Dimensions Inc.,20000
Narayana Walters,20000
Narvalous Inc,20000
Nasty Little Games,20000
Nat Quayle Nelson,20000
Nathaniel Carter,20000
Nathaniel Powell,20000
National Film Board of Canada,20000
National Spork LLC,20000
National ancient journey,20000
Naughty Children at Play,20000
Naughty Squirrels,20000
Naval Sims,20000
Ncube Inc.,20000
NeWa Studios,20000
NeatVibez,20000
Nebula Interactive,20000
Ned van der Drift,20000
Mythical Alterno,20000
Mystik'art,20000
O.P. Games,20000
Moving Pixel Games,20000
Motivation Game Studio,20000
Motoda Media,20000
Mottafier,20000
MouldyMattress,20000
Mountain Dew,20000
Mouseless Media,20000
"Move Games Co., Ltd.",20000
Moving Dimensions,20000
Moving Player,20000
Mystified Games,20000
Moxie Game Studio,20000
MoyeVR,20000
Moyosa Media BV,20000
Mr Alpaca Games,20000
Mr iLyn. - Gamedev,20000
Mr. L,20000
Mr. Paws,20000
Mr. Thee,20000
MostWanted Game Development,20000
Most Ancient,20000
Moss Piglet Games,20000
Mosaique Games,20000
Moonray Studios,20000
Moonshadow Games,20000
"Moonshark, Inc.",20000
Moonster Studio,20000
Moonware Games,20000
Moonworks,20000
Moonz Studioz,20000
Moped Games,20000
Moral Anxiety Studio,20000
Morenori Soft,20000
Morepork Games,20000
Morganti Livio,20000
Morgopolis Studios,20000
Morla Games,20000
Morozov Sergey,20000
Morphodox Studios,20000
Morrow Games,20000
Mr.Purple,20000
MuLong,20000
Mubarak AlKhuzaee,20000
Muzaku,20000
My Owl Software,20000
My64K,20000
MyDearest,20000
MyDream Interactive Inc.,20000
"MyDream Interactive, Inc.",20000
MyDreamForever,20000
MyGamePublisher,20000
Myou,20000
Myra D'Ann,20000
Myroid-Type Comics,20000
Myrolit Studios,20000
Myron Software,20000
Myrrh creative,20000
Mysia Games,20000
Mysteria Studio,20000
Mystery Egg Games,20000
Mystic cat,20000
My Insomnia Presents,20000
Mute Canary,20000
Mubeat Studio,20000
Mutated Software,20000
Muddy Pixel,20000
Muikkumedia Oy,20000
Multi-Form,20000
Multi_ChoiceGames,20000
Multiball Studios,20000
Multiblender Games,20000
Multitool Studios,20000
Multiverse Games,20000
Munkyfoot Gaming,20000
Mure VR,20000
Muro Studios,20000
MuscleBird,20000
Mushroom Games,20000
Music Paradise,20000
Musopia,20000
Mustache Games,20000
Mustafa Kosdak,20000
Netlex Studio,20000
Neuron Flare Works,20000
Neuron Studio,20000
NorbSoftDev,20000
NonFictional Games,20000
None - Independent,20000
Nonostante Games,20000
Nonsense Arts,20000
Noodle Games,20000
Noodletub Games,20000
Noonan.Design,20000
Noostyche,20000
Nord GS,20000
Neuston AB,20000
Nordic Legacy,20000
Nordic Mist Games,20000
Norrland Interactive,20000
Norrman Brothers,20000
Norse Designs,20000
North Side,20000
North Star Games,20000
Northbrain,20000
Nomad Studios,20000
Nomad Studio,20000
Nomad Assembly,20000
Noetic Games,20000
Nixtor Game Studio,20000
No Publisher,20000
No Wand Studios,20000
"No, You Shut Up Inc.",20000
No-Brain Studio,20000
No. 28 Games,20000
NoBreadStudio,20000
NoName Developments,20000
NoRulesMakeGame,20000
Noble Fox Games,20000
NobleWare,20000
Noblemen VR,20000
Noctecraft Entertainment,20000
Nocturne Games,20000
Nodbrim Interactive,20000
Node Game Studios,20000
Nodical Games,20000
Northern Amusements,20000
NorthernLights Games,20000
Northplay,20000
Nucleax,20000
NukaGames,20000
Nuke Game,20000
Nuke Games,20000
Null Activity,20000
Null Pointer Studio,20000
Null Reference Games LLC,20000
Nullray Gaming,20000
Number 77 Studios,20000
Numicus LLC,20000
Nunchuck Games,20000
Nutaku Publishing,20000
NyberRoar Interactive,20000
Nyble,20000
Nylon Blonde,20000
Nylund Games,20000
Néo-Riki Games,20000
O L Y M P U S,20000
NuevoSpanish,20000
Nuclear Fishin' Software,20000
Nostalgia Addict Games,20000
Nuclear Fiction,20000
"Nostatic Software, LLC",20000
Not Chicken Games,20000
Not Magic,20000
Not-So Classic Games,20000
Notorious Games,20000
Notso Entertaining Productions,20000
Notte Studio Games,20000
Notus Games Ltd.,20000
NovaWake Studios,20000
Novaq Games,20000
Novo Mundo,20000
Nowhere Town,20000
"NoxBiX Co,. Ltd.",20000
Noxus Limited,20000
Nozhin games studio,20000
Nuclear,20000
Nuclear Box,20000
Niubility Concept,20000
Niu Studio,20000
Nitrous Butterfly,20000
Newsight games,20000
Nexcore Studios,20000
Nexeon Studios,20000
Next Friday Interactive,20000
Next Zen Mechanics Limited,20000
NextGen Games,20000
NextVR,20000
NexusLab,20000
NiYOtan,20000
Niasoft,20000
Nib Games,20000
Nice Shoes,20000
Nicey Game,20000
Nichengun,20000
Nicholas Backus,20000
Nicholas Fisher,20000
Nicholas Mallory,20000
Nicholas Turner,20000
NexVR,20000
Newsight Games/bitBerg,20000
Nick Helweg,20000
Newsight Games,20000
NeutronStar.studio,20000
Neverworks Games,20000
Nevosoft,20000
New 90's Games,20000
New Adult Reality,20000
New Atlantis Games,20000
New Gravity Laws,20000
New Horizon Productions,20000
"New Life Interactive, LLC",20000
New Orbit Games,20000
New Vector Gaming,20000
New World Horizon LLC,20000
NewGen,20000
NewHopeGames,20000
NewProject,20000
NewWorldCoders,20000
Newgrange Games,20000
Nick Donnelly,20000
Nick Kestle,20000
Nitrome Limited,20000
Nikita P.,20000
Nikkihends Production,20000
Nikku Nomura,20000
Nikola Bulj,20000
Nikola Lackovic,20000
NikuTreat,20000
Nilem Studio,20000
Nimbus Interactive,20000
NineD Digital,20000
Ninetales Studios,20000
Ninja Chip Studios,20000
Ninja Robot Dinosaur,20000
Ninja in A Tux,20000
NinjaDuck Games,20000
NinjaRabbitStudio,20000
Ninma Ltd,20000
Nitroglycerin Ltd.,20000
Nitrome,20000
NikitaOnline,20000
Nikita Makeev,20000
Nick Page!,20000
Niket Patel,20000
Nick Schorer,20000
Nick Shesterin,20000
NickyH,20000
Nicolas Gonzalez,20000
Nidal alshawwaf,20000
Nifedow Games,20000
NifftyGameWorks,20000
Nifty Productions,20000
Night Apparatus,20000
Night Owl Gaming LLC,20000
Nighthawk Interactive LLC,20000
Nighthood Games,20000
NighthoodGames,20000
Nightmaker,20000
Nightshade,20000
Niine Games,20000
NikFamilyGames,20000
Leckugan,20000
LearnDistrict Inc.,20000
Leapdoctor Games,20000
Hcor3,20000
Haven Made,20000
Haven Studios,20000
HawkX Games,20000
Hayali,20000
HayatoWorks,20000
Hayo van Reek,20000
Hazardous Software,20000
Hazier Studio,20000
He Wenjie,20000
Harald Wiestner - farbWERK,20000
He Zhengchun,20000
HeHeHe! Productions,20000
Headbang Club,20000
Headbang Games,20000
Headbang Studio,20000
Headshot Labs,20000
Heart Fragment Studio,20000
HeartBeast Studios L.L.C.,20000
Havana24,20000
Haunted Bees Productions,20000
Hatfuls Games,20000
HatFeather,20000
HardHead Games,20000
Hardtalk Studio,20000
Hardy Games,20000
Hardytier,20000
Harissac,20000
Harley GW Dolton,20000
Harmonious Games,20000
Harmonize Studios,20000
Harpoon Games,20000
Harris Pipocas,20000
Harrison Went,20000
Hars,20000
Harsh Reality,20000
Hart Laboratories LLC,20000
Hashed Egg,20000
Hashieve,20000
"Hashplay, Inc.",20000
Heartfelt Games LLC,20000
Hearthfire Studios,20000
Heartship Games,20000
Hello Bard AS,20000
Hellshake Yano.,20000
Helmi Bastami,20000
Helsinki Noir,20000
Henchman & Goon,20000
Hendojo,20000
Henez,20000
Henri Osbourne,20000
Henrico,20000
Henry Dang PRG,20000
Hentai X,20000
Hepta Games,20000
Heptamind,20000
Herbi Games,20000
Here Be Dragonz,20000
Hermes Interactive,20000
Hermitown,20000
Hernán Smicht,20000
Hello There Games,20000
Hellmade Games,20000
Heat Wave Games,20000
Hell Tap Entertainment LTD,20000
Heatbox Games,20000
Heathen Engineering,20000
Heaven Bot,20000
Heaven Brotherhood,20000
Heavenward Games,20000
"Heavy Iron Studios, Inc.",20000
Heavy Key Studios,20000
Heavy Kick Games,20000
Heavy Safe Studios,20000
Heavy Spectrum Limited,20000
Hebi Studios,20000
Hedgehog Game Studios,20000
Heero,20000
Heideland GameWorks,20000
Heisenberg Entertainment,20000
Helios Production,20000
Helium9 Games,20000
Harbinger Beard,20000
Haptic Pulse,20000
"Guangzhou Dingxiang Cyber Technology Co.,Ltd.",20000
HDamas,20000
Gyro-Games Inc.,20000
H  Legion,20000
H L Nunnelly,20000
HAN XU,20000
"HANGZHOU ELECTRONIC SOUL NETWORK TECHNOLOGY CO., LTD",20000
HARP,20000
HCP Entertainment,20000
HDR,20000
HELM Systems,20000
HappyHand,20000
HELYEES,20000
HIGHKEY Games,20000
HITCLE.COM,20000
HIVOLVE,20000
HMBSbige,20000
HOF Studios,20000
HOH5HC ,20000
HQGames,20000
Gyoza Games LLC,20000
Guys From Andromeda LLC,20000
Guy Bits Games,20000
Gustsoft,20000
Guerilla Media,20000
Guerrilla Bandit,20000
Gugila,20000
Guido Out,20000
Guillaume Thiolliere,20000
GukLabs,20000
Gun Beat,20000
"GungHo Online Entertainment America, Inc.",20000
Gunia Studios,20000
Gunnevik,20000
Gunpowder Team,20000
Gunschlinger,20000
Gunval Team,20000
Gurila Ware Games,20000
Gurova IAna,20000
GuruWorks,20000
"Guruji VR, Inc",20000
HTC,20000
HUMAN LIVE,20000
HYDEZEKE,20000
Han Zhiyu,20000
"Handle Consolidated, LLC.",20000
Hands!,20000
Handsome Dragon Games,20000
Hang Time Studios,20000
Hangar Bay 12,20000
Hangonit,20000
Hannes Trebbin,20000
Hao Game,20000
Happinet,20000
Happion Labs,20000
Happy Badger Studio,20000
Happy Polygon,20000
Happy Pony Land,20000
Happy Robot Games,20000
HappyFields,20000
HappyGame,20000
HappyGiant,20000
Hand Cannon Games,20000
"Hamumu Games, Inc.",20000
HYPER GATE,20000
"Hammerware, s.r.o.",20000
HYPYRYL,20000
Hailstone Games,20000
Hairy Man Games,20000
Hakagame,20000
Hakan Tatar,20000
Hakki Ozturk,20000
Hako Games,20000
Halcyon Day Digital Co,20000
Half Baked Data,20000
Halfbolt Studios,20000
Halfheartd Games,20000
Halit Büyükyılmaz,20000
Hallid Games,20000
Halseo,20000
Hammer Glass Studio,20000
Hammer and Ravens,20000
Hammerson Games,20000
Hero Concept,20000
Hero Game,20000
Heroes Productions,20000
Hydro Games,20000
Husqvarna,20000
Huw Millward,20000
HyacinthHeart Studio,20000
Hyaloid Games,20000
Hybris Studios,20000
Hybrisgames,20000
Hydra Interactive,20000
Hydrant Games,20000
Hyeson,20000
